episode,cumulative_reward,electricity_cost_eur,grid_import_kwh,battery_throughput_kwh,epsilon_start,epsilon,final_soc_kwh,training_steps,gradient_updates,target_syncs,mean_training_loss,max_training_loss,max_abs_q,max_abs_target,max_gradient_norm_before_clip,discharge_requests,hold_requests,charge_requests
26,-30433.93783288381,29358.45354742676,297743.46338227333,107548.42854570589,0.40625,0.38250000000000006,35.31894736842106,227760,56441,227,2.1862953975864743,4.671742916107178,102.62286376953125,101.99826049804688,19.90682601928711,2417,2999,3344
27,-30365.589608525916,29380.397121711478,297221.22900831146,98519.24868143992,0.38250000000000006,0.35875,23.195789473684208,236520,58631,236,2.21128462563911,4.174558639526367,105.63636016845703,103.3253402709961,18.943525314331055,2159,3018,3583
28,-30258.630428141158,29229.566296063596,297581.97105263296,102906.4132077557,0.35875,0.3350000000000001,10.0,245280,60821,245,2.1551829737071033,4.095752716064453,107.59573364257812,102.69743347167969,17.436233520507812,2337,3169,3254
29,-30308.069450412477,29317.639121465043,297463.4876814409,99043.03289473639,0.3350000000000001,0.31125,57.5,254040,63011,254,2.1690929005951642,3.833193778991699,105.03106689453125,105.17794036865234,18.640295028686523,2162,3245,3353
30,-30124.516977500698,29191.586707971568,297010.1818005549,93293.0269529079,0.31125,0.2875000000000001,10.0,262800,65201,262,2.185156390873809,4.3371405601501465,107.75486755371094,105.20191192626953,21.876827239990234,2133,3003,3624
31,-30055.39337210732,29099.459653603124,297310.24483102595,95593.37185041503,0.2875000000000001,0.26375000000000004,10.0,271560,67391,271,2.2096266631666386,4.174986839294434,109.13168334960938,105.86360168457031,18.851722717285156,2263,3000,3497
32,-30077.78259304577,29174.691610691196,297105.7725457076,90309.09823545665,0.26375000000000004,0.24,14.492631578947368,280320,69581,280,2.11968487329679,4.072426795959473,110.37726593017578,106.88506317138672,19.338565826416016,2222,2791,3747
33,-29920.067431902185,29031.25163672211,296826.3610914141,88881.57951800508,0.24,0.21625000000000005,10.0,289080,71771,289,2.0310590448444836,4.029592514038086,105.14204406738281,103.6712646484375,19.23478889465332,2240,2892,3628
34,-29908.674632224756,29075.829160091787,296811.70540443325,83284.547213296,0.21625000000000005,0.1925,17.299999999999997,297840,73961,297,2.0437836187343077,4.215787887573242,101.59855651855469,103.37244415283203,19.940696716308594,2213,3111,3436
35,-29865.595238833917,28995.895826894855,296684.45319390704,86969.9411939052,0.1925,0.16875000000000007,10.0,306600,76151,306,2.123756582987363,4.062748908996582,108.09125518798828,104.84951782226562,19.006793975830078,2160,2769,3831
36,-29727.54360813764,28899.344877971424,296367.95627146977,82819.87301662019,0.16875000000000007,0.14500000000000002,10.0,315360,78341,315,2.114138628385927,4.484495162963867,108.30738067626953,105.68418884277344,20.981050491333008,2149,2888,3723
37,-29776.28955555055,29031.323060730545,296400.61039612326,74496.64948199422,0.14500000000000002,0.12124999999999997,10.0,324120,80531,324,2.1095452908511576,3.853383779525757,107.79121398925781,105.37954711914062,19.585874557495117,2017,3144,3599
38,-29683.13615298012,28949.033323146374,295984.5041412754,73410.28298337941,0.12124999999999997,0.09750000000000003,10.0,332880,82721,332,2.1907703308754316,4.012404441833496,103.8392105102539,106.01400756835938,19.54447364807129,2091,3192,3477
39,-29587.35029390809,28911.697622883174,296074.93082825583,67565.26710249306,0.09750000000000003,0.0737500000000001,57.5,341640,84911,341,2.1601949597602568,4.30382776260376,110.7219467163086,107.19706726074219,19.262781143188477,1928,3211,3621
40,-29510.324911037154,28804.063993474847,295835.51071191306,70626.09175623246,0.0737500000000001,0.050000000000000044,10.0,350400,87101,350,2.1294358939612836,4.043754577636719,106.49835968017578,106.52862548828125,18.03584098815918,2200,2928,3632
41,-29562.26244754374,28898.86849895648,295322.3825844883,66339.39485872585,0.050000000000000044,0.050000000000000044,31.777894736842107,359160,89291,359,2.151621073865455,4.281460762023926,104.18626403808594,105.65628051757812,21.4879207611084,2173,2762,3825
42,-29501.615419394995,28711.098099616578,295942.1437590042,79051.73197783895,0.050000000000000044,0.050000000000000044,10.0,367920,91481,367,2.208777556680653,4.595331192016602,104.51467895507812,107.280029296875,19.453954696655273,2345,2506,3909
43,-29510.493871591218,28829.527835136872,295108.8211080344,68096.60364542934,0.050000000000000044,0.050000000000000044,10.0,376680,93671,376,2.112609092503378,3.99938702583313,103.38277435302734,103.54816436767578,20.42084312438965,2052,2793,3915
44,-29499.48509533687,28751.62528273297,295320.2999556803,74785.98126038756,0.050000000000000044,0.050000000000000044,10.0,385440,95861,385,2.090851014008805,4.219836235046387,102.41295623779297,103.8726577758789,20.7733154296875,2216,2735,3809
45,-29577.90861811839,28931.81809440648,295121.6481385059,64609.05237119114,0.050000000000000044,0.050000000000000044,10.0,394200,98051,394,2.2677119890848796,4.588863372802734,102.49463653564453,105.8914566040039,16.822370529174805,1829,2376,4555
46,-29537.223774445712,28880.387822783596,294749.8471108042,65683.59516620512,0.050000000000000044,0.050000000000000044,67.33157894736843,402960,100241,402,2.203108245515388,4.533158302307129,103.57979583740234,107.200927734375,20.899564743041992,1937,2782,4041
47,-29495.545941827906,28841.282425678273,294611.9178725775,65426.35161495849,0.050000000000000044,0.050000000000000044,10.0,411720,102431,411,2.1686332256826635,4.547664165496826,102.38206481933594,105.14234924316406,18.040781021118164,1920,2639,4201
48,-29481.04274915534,28654.48476890604,295171.3388476469,82655.79802493023,0.050000000000000044,0.050000000000000044,57.5,420480,104621,420,2.182695692750417,4.4806671142578125,102.39503479003906,106.94001770019531,24.91337776184082,2448,2408,3904
49,-29483.12323938284,28615.43693594787,295136.3100581722,86768.63034348971,0.050000000000000044,0.050000000000000044,10.0,429240,106811,429,2.229493110065591,4.12790060043335,106.08563995361328,106.94001770019531,19.884057998657227,2709,2349,3702
50,-29478.206015587395,28621.73894672315,295209.92161772907,85646.70688642605,0.050000000000000044,0.050000000000000044,31.777894736842107,438000,109001,438,2.2645688313871757,4.803905963897705,109.41264343261719,111.73320007324219,19.48951530456543,2668,2670,3422
51,-29494.815385311213,28541.075855366587,294936.74382271577,95373.95299445916,0.050000000000000044,0.050000000000000044,10.0,446760,111191,446,2.222394920484116,4.860614776611328,110.33279418945312,110.12644958496094,18.00347137451172,2849,2142,3769
52,-29522.38401034804,28611.081023533614,294834.7472132981,91130.29868143988,0.050000000000000044,0.050000000000000044,10.0,455520,113381,455,2.235112427875876,4.383096694946289,111.41030883789062,111.31733703613281,18.651960372924805,2549,2559,3652
53,-29410.156705544305,28504.143266596922,294925.9446648214,90601.3438947361,0.050000000000000044,0.050000000000000044,31.777894736842107,464280,115571,464,2.279564881107034,4.82880973815918,110.61927032470703,110.60313415527344,20.33612632751465,2484,2581,3695
54,-29436.041490919175,28519.667798786202,294833.1293767325,91637.36921329558,0.050000000000000044,0.050000000000000044,10.0,473040,117761,473,2.2752346159388486,5.038291931152344,100.54985809326172,103.3336181640625,17.380329132080078,2541,2594,3625
55,-29459.263376288287,28570.68483997244,294879.40186149697,88857.85363157846,0.050000000000000044,0.050000000000000044,15.58736842105263,481800,119951,481,2.1027366227755264,4.030083179473877,100.58161163330078,102.78492736816406,16.125150680541992,2292,2468,4000
56,-29437.08216357837,28577.374555157257,294910.8285069268,85970.7608421047,0.050000000000000044,0.050000000000000044,10.0,490560,122141,490,2.146813147117014,4.458130359649658,101.44756317138672,101.88304138183594,18.87173080444336,2151,2638,3971
57,-29491.99734684377,28599.39288892135,295400.19087257667,89260.44579224318,0.050000000000000044,0.050000000000000044,10.0,499320,124331,499,2.1393089652877966,4.561534881591797,100.16056823730469,102.5766830444336,19.303531646728516,2416,2868,3476
58,-29440.0567484553,28637.96676887085,294771.76957617863,80208.99795844837,0.050000000000000044,0.050000000000000044,10.0,508080,126521,508,2.2368316947325178,4.464349746704102,103.33488464355469,107.4467544555664,19.552568435668945,2144,2935,3681
59,-29456.148964866483,28607.286618301347,295224.54833518126,84886.2346565092,0.050000000000000044,0.050000000000000044,10.0,516840,128711,516,2.1891276982821286,4.377530097961426,101.54048919677734,102.64644622802734,17.715124130249023,2419,2677,3664
60,-29422.628827298257,28555.310881591864,295335.26183379674,86731.79457063663,0.050000000000000044,0.050000000000000044,10.0,525600,130901,525,2.132358593728444,4.248810291290283,102.28285217285156,105.15092468261719,17.116212844848633,2222,2692,3846
61,-29424.294970285908,28523.916069759565,295172.96567590116,90037.89005263083,0.050000000000000044,0.050000000000000044,29.83157894736842,534360,133091,534,2.1498267702860376,3.9667747020721436,103.17241668701172,105.74507141113281,18.3055362701416,2411,2607,3742
62,-29393.08020111591,28477.620166240653,294852.0027922451,91546.00348753398,0.050000000000000044,0.050000000000000044,21.94631578947368,543120,135281,543,2.134912536106153,4.2582292556762695,100.59400939941406,101.09832000732422,18.58385467529297,2666,2542,3552
63,-29387.23792378647,28435.130601819714,295546.69563158025,95210.73219667525,0.050000000000000044,0.050000000000000044,10.0,551880,137471,551,2.053105939332753,4.315598487854004,100.55860137939453,103.194091796875,16.400978088378906,2618,2354,3788
64,-29435.94930728185,28460.0463374481,295493.64843767433,97590.29698337858,0.050000000000000044,0.050000000000000044,10.0,560640,139661,560,2.121095228848392,4.194480895996094,101.0220947265625,103.96370697021484,17.80953598022461,2886,2257,3617
65,-29472.545284912903,28419.9957442204,295957.05919113726,105254.95406925103,0.050000000000000044,0.050000000000000044,10.0,569400,141851,569,2.168170660570876,4.1209187507629395,99.7583999633789,102.16117095947266,17.34453010559082,3159,2043,3558
66,-29359.27597963728,28452.331604512623,295453.8887313033,90694.43751246468,0.050000000000000044,0.050000000000000044,10.0,578160,144041,578,2.1615527600186057,3.99225115776062,100.5708236694336,101.70858764648438,17.717924118041992,2433,2409,3918
67,-29437.707402322525,28437.883525286536,296154.828542938,99982.38770360028,0.050000000000000044,0.050000000000000044,10.0,586920,146231,586,2.0809504969207118,3.96042537689209,99.05352020263672,102.05511474609375,17.75147247314453,2916,2272,3572
68,-29432.68544032177,28394.093904449204,295831.47343213466,103859.15358725647,0.050000000000000044,0.050000000000000044,10.0,595680,148421,595,2.207914444300682,4.099486351013184,102.84559631347656,108.58606719970703,18.526439666748047,3116,2391,3253
69,-29524.13535981162,28501.35934332961,295674.55860664946,102277.60164819857,0.050000000000000044,0.050000000000000044,10.0,604440,150611,604,2.1289520528490686,4.641897201538086,99.91390228271484,101.86688232421875,18.29010009765625,2957,2378,3425
70,-29417.617871636663,28486.727988561943,295412.2061385054,93088.98830747836,0.050000000000000044,0.050000000000000044,10.0,613200,152801,613,2.1359466505921594,4.028285503387451,102.19625854492188,104.47329711914062,19.27116584777832,2747,2602,3411
71,-29436.563598843288,28463.75473695962,296038.8365900292,97280.88618836466,0.050000000000000044,0.050000000000000044,10.0,621960,154991,621,2.225274721454812,4.421025276184082,104.14775085449219,105.7863540649414,21.261070251464844,2723,2621,3416
72,-29485.591126770396,28498.657514637427,296443.6501800567,98693.36121329549,0.050000000000000044,0.050000000000000044,10.0,630720,157181,630,2.078643482869074,4.321294784545898,99.69795227050781,103.12675476074219,17.286407470703125,2742,2407,3611
73,-29480.088443219985,28548.87942499283,295881.3383213306,93120.901822714,0.050000000000000044,0.050000000000000044,10.0,639480,159371,639,2.0950808226790056,4.27594518661499,100.5950698852539,100.87727355957031,18.219541549682617,2649,2447,3664
74,-29494.727629617148,28579.62621986644,295551.31978116446,91510.14097506866,0.050000000000000044,0.050000000000000044,10.0,648240,161561,648,2.1740932561763344,4.52078104019165,103.45634460449219,104.44705200195312,18.339073181152344,2543,2638,3579
75,-29465.693090488647,28598.13527167988,295640.58072299196,86755.78188088584,0.050000000000000044,0.050000000000000044,10.0,657000,163751,657,2.095982257062442,4.09734582901001,102.85641479492188,103.3834228515625,20.899932861328125,2395,2846,3519
76,-29422.0821977099,28474.044707959263,296266.23575900355,94803.74897506842,0.050000000000000044,0.050000000000000044,10.0,665760,165941,665,2.0698557659643426,4.3341145515441895,103.31053161621094,103.4903335571289,20.525493621826172,2475,2714,3571
77,-29456.159674592072,28479.92958015999,296280.76182271534,97623.00944321249,0.050000000000000044,0.050000000000000044,10.0,674520,168131,674,2.152305765048554,4.609182834625244,101.98539733886719,104.60613250732422,17.88615608215332,2664,2508,3588
78,-29493.128720749133,28563.941896649394,296363.9136620511,92918.68240997156,0.050000000000000044,0.050000000000000044,10.0,683280,170321,683,2.154445701211555,4.221408367156982,102.19637298583984,104.5946044921875,17.180849075317383,2476,2643,3641
79,-29459.56311769736,28592.209187863573,295679.93118836667,86735.39298337886,0.050000000000000044,0.050000000000000044,10.0,692040,172511,692,2.090852020483583,4.173199653625488,101.08963012695312,105.86106872558594,17.847536087036133,2127,2904,3729
80,-29392.481932287235,28466.15081865848,295722.07563989045,92633.11136288015,0.050000000000000044,0.050000000000000044,10.0,700800,174701,700,2.0795188666750852,4.177330017089844,104.0792007446289,103.93111419677734,16.89867401123047,2360,2957,3443
81,-29490.012310702987,28606.01806984426,295568.9064238241,88399.42408587191,0.050000000000000044,0.050000000000000044,67.33157894736843,709560,176891,709,2.171015930502382,4.322863578796387,103.06800079345703,103.19723510742188,17.588726043701172,2420,2789,3551
82,-29477.132182825477,28596.913579612155,295591.8258808875,88021.8603213291,0.050000000000000044,0.050000000000000044,10.0,718320,179081,718,2.2402604703489506,4.435075283050537,102.69514465332031,104.84325408935547,17.69916343688965,2373,2549,3838
83,-29395.22212880615,28589.111223376785,295320.1387146826,80611.0905429357,0.050000000000000044,0.050000000000000044,10.0,727080,181271,727,2.2068279867575047,4.128747940063477,104.26298522949219,107.5932388305664,19.672685623168945,2083,3042,3635
84,-29390.900786539572,28613.44115166427,295115.11517174635,77745.96348753427,0.050000000000000044,0.050000000000000044,10.0,735840,183461,735,2.1518430747397956,4.23356294631958,103.7208251953125,105.27116394042969,18.265989303588867,2160,2819,3781
85,-29456.25754632478,28699.075343776323,294965.098185597,75718.22025484739,0.050000000000000044,0.050000000000000044,31.777894736842107,744600,185651,744,2.2008817592712298,4.302270889282227,106.69293975830078,106.49665069580078,18.1303768157959,1971,2930,3859
86,-29358.868643948663,28509.0296877437,295105.0798975082,84983.89562049808,0.050000000000000044,0.050000000000000044,10.0,753360,187841,753,2.1153294104147173,4.394396781921387,101.6565170288086,106.5456771850586,17.093414306640625,2136,2890,3734
87,-29382.404085903607,28543.697471139036,295230.2581939067,83870.66147645375,0.050000000000000044,0.050000000000000044,31.777894736842107,762120,190031,762,2.129233896460163,4.137444972991943,100.76178741455078,103.5847396850586,16.33819580078125,2223,2699,3838
88,-29431.16282261731,28618.76561128769,295236.0575373969,81239.72113296358,0.050000000000000044,0.050000000000000044,95.0,770880,192221,770,2.152714029539666,4.164170265197754,104.65802001953125,104.81629943847656,17.08576202392578,2040,3107,3613
89,-29536.517804415853,28626.473756133302,295518.200595569,91004.40482825442,0.050000000000000044,0.050000000000000044,10.0,779640,194411,779,2.121253858826476,4.300853252410889,113.90738677978516,110.87704467773438,17.269094467163086,2317,3240,3203
90,-29471.477018750833,28554.00636936027,295502.33519390656,91747.06493905754,0.050000000000000044,0.050000000000000044,10.0,788400,196601,788,2.181412394623778,4.345965385437012,114.70951843261719,111.32574462890625,18.045068740844727,2345,3141,3274
91,-29428.594502961714,28497.532899499107,295207.35989473783,93106.16034625965,0.050000000000000044,0.050000000000000044,10.0,797160,198791,797,2.184119086314554,4.611237525939941,111.32974243164062,109.43803405761719,18.376480102539062,2436,2747,3577
92,-29383.150819794784,28458.970279517773,295045.85909972416,92418.0540277001,0.050000000000000044,0.050000000000000044,10.0,805920,200981,805,2.129619751863828,4.7762861251831055,112.75284576416016,109.59194946289062,17.71788787841797,2588,2813,3359
93,-29478.38195376925,28489.752576456234,295377.3992049868,98862.93773130124,0.050000000000000044,0.050000000000000044,10.0,814680,203171,814,2.2159174302941587,4.330575942993164,110.9760971069336,110.25088500976562,16.862096786499023,2668,2622,3470
94,-29422.53687064729,28530.472174636187,295236.6559307492,89206.46960110728,0.050000000000000044,0.050000000000000044,10.0,823440,205361,823,2.213033570845922,4.11949348449707,113.95763397216797,109.44488525390625,17.44736099243164,2330,3092,3338
95,-29414.067367505737,28459.925369306304,295469.5962908598,95414.19981994384,0.050000000000000044,0.050000000000000044,67.33157894736843,832200,207551,832,2.1586502489433985,4.382161617279053,102.64675903320312,103.75125122070312,17.588403701782227,2539,2793,3428
96,-29448.005876891555,28501.50567038182,295173.1059695303,94650.02065096897,0.050000000000000044,0.050000000000000044,10.0,840960,209741,840,2.2077506121979456,4.478352069854736,102.39523315429688,105.14971160888672,17.27078628540039,2571,2872,3317
97,-29363.872602518288,28471.73138490058,294719.13980609574,89214.12176177214,0.050000000000000044,0.050000000000000044,10.0,849720,211931,849,2.1456506076468727,4.258964538574219,102.85044860839844,104.1935043334961,19.355308532714844,2538,2927,3295
98,-29360.253703836963,28454.15515596989,295116.77504986245,90609.8547867029,0.050000000000000044,0.050000000000000044,10.0,858480,214121,858,2.126370215252654,4.389753818511963,103.13762664794922,105.59276580810547,17.152917861938477,2512,2546,3702
99,-29393.68973801105,28486.592189977822,295198.4061495852,90709.7548033235,0.050000000000000044,0.050000000000000044,95.0,867240,216311,867,2.154211448616089,4.1982269287109375,104.1689224243164,103.11836242675781,16.784711837768555,2407,2558,3795
100,-29356.611294935294,28429.9253124422,295348.17543213355,92668.59824930671,0.050000000000000044,0.050000000000000044,67.33157894736843,876000,218501,876,2.218184554957908,4.507448196411133,103.50322723388672,106.28852844238281,19.130477905273438,2399,2594,3767
