price_bin,net_load_bin,soc_bin,time_block,weekend,q_discharge,q_hold,q_charge,visits_discharge,visits_hold,visits_charge,state_visits,best_action,best_action_index,best_environment_action
2,0,0,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,0,1,0,-56.45569611337524,-58.53404117696142,-62.229242771305145,845,573,108,1526,discharge,0,-1
2,0,0,1,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,0,2,0,-62.38737818509223,-59.91350517136465,-62.08369596203949,90,288,43,421,hold,1,0
2,0,0,2,1,-44.619131967774095,-44.68367158606773,-44.71280554560536,49,42,28,119,discharge,0,-1
2,0,0,3,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,0,3,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,1,0,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,1,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,1,1,0,-57.17573104715481,-55.276388812750184,-57.51377967137062,116,192,61,369,hold,1,0
2,0,1,1,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,1,2,0,-60.55498177508852,-60.38277042359703,-59.94197980649952,39,42,33,114,charge,2,1
2,0,1,2,1,-40.59736493752203,-40.969445872875944,-41.13154520119251,33,33,22,88,discharge,0,-1
2,0,1,3,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,1,3,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,2,0,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,2,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,2,1,0,-56.03578800441275,-56.303685518854245,-56.342761759085036,202,257,84,543,discharge,0,-1
2,0,2,1,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,2,2,0,-58.52578064761206,-58.33081432304168,-59.08063145669316,65,77,41,183,hold,1,0
2,0,2,2,1,-39.61180065448363,-40.010206429633996,-40.16661312282713,30,30,27,87,discharge,0,-1
2,0,2,3,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,2,3,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,3,0,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,3,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,3,1,0,-55.92518272405617,-55.7865844855181,-55.73442579000821,195,268,299,762,charge,2,1
2,0,3,1,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,3,2,0,-61.67637319280264,-60.98989646802966,-61.51738802499375,153,185,144,482,hold,1,0
2,0,3,2,1,-43.56448868788536,-43.76221732068084,-43.68756568832673,111,98,97,306,discharge,0,-1
2,0,3,3,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,0,3,3,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,1,0,0,0,-78.60634123449547,-71.97773992889181,-80.94404863220393,8800,9548,2745,21093,hold,1,0
2,1,0,0,1,-56.500580779790766,-59.487486585644675,-62.33131395439424,2689,3870,725,7284,discharge,0,-1
2,1,0,1,0,-65.63160931522802,-58.14230174273217,-65.90300572985775,3216,2960,646,6822,hold,1,0
2,1,0,1,1,-49.819673337165774,-57.61572882780769,-61.89680493861519,872,705,209,1786,discharge,0,-1
2,1,0,2,0,-66.17469075484522,-69.32296844793652,-72.28980767636183,595,210,58,863,discharge,0,-1
2,1,0,2,1,-42.40134568741556,-41.68090915492828,-43.662746272014616,20,19,14,53,hold,1,0
2,1,0,3,0,-71.42321881395281,-65.96700857670562,-73.84963419545784,3573,2756,657,6986,hold,1,0
2,1,0,3,1,-62.6651982265556,-66.38950399999145,-68.15751226691623,5738,5019,897,11654,discharge,0,-1
2,1,1,0,0,-75.36882062106427,-76.44026811485759,-76.61752938604381,448,620,207,1275,discharge,0,-1
2,1,1,0,1,-55.86021957473958,-59.35743035869271,-59.034495768461724,438,731,199,1368,discharge,0,-1
2,1,1,1,0,-56.28817933222492,-64.0718141050518,-63.55468481759969,840,515,131,1486,discharge,0,-1
2,1,1,1,1,-51.790128372639785,-49.33161311653941,-50.88124817545585,166,420,75,661,hold,1,0
2,1,1,2,0,-65.45794312392695,-67.3738916686658,-67.42580838542862,86,67,34,187,discharge,0,-1
2,1,1,2,1,-51.5578780956446,-51.90217263996712,-52.29173618192483,35,35,22,92,discharge,0,-1
2,1,1,3,0,-66.3446497571587,-66.70933832716486,-66.72649758631948,95,86,72,253,discharge,0,-1
2,1,1,3,1,-61.55673008950788,-62.446424378161005,-63.00787371380303,580,474,130,1184,discharge,0,-1
2,1,2,0,0,-75.53894468863021,-72.53142364979057,-76.94541835784322,2927,3254,985,7166,hold,1,0
2,1,2,0,1,-55.41079795645037,-57.89587634540021,-57.10211806616706,1298,890,342,2530,discharge,0,-1
2,1,2,1,0,-57.21797955879342,-64.5999862616725,-64.85147939656508,1923,785,360,3068,discharge,0,-1
2,1,2,1,1,-53.774989575546456,-53.953925208991485,-52.61391025958163,537,352,134,1023,charge,2,1
2,1,2,2,0,-62.62414526373033,-64.74914556469284,-65.00282213863154,234,96,51,381,discharge,0,-1
2,1,2,2,1,-44.228275128069384,-41.834055833405635,-42.65744065427281,22,22,16,60,hold,1,0
2,1,2,3,0,-64.8908551041861,-68.84871507044714,-68.98607897174776,1018,560,228,1806,discharge,0,-1
2,1,2,3,1,-59.590983687903034,-62.35060839690865,-64.12032377799743,1172,842,323,2337,discharge,0,-1
2,1,3,0,0,-72.09870923950379,-74.11943494365573,-73.81089400287405,1195,1710,1361,4266,discharge,0,-1
2,1,3,0,1,-54.27130189476767,-56.03150839117854,-55.93785553028646,637,558,423,1618,discharge,0,-1
2,1,3,1,0,-59.04210212032898,-62.74668090859436,-62.00216870312699,1889,949,586,3424,discharge,0,-1
2,1,3,1,1,-49.434698420794646,-49.16089048988124,-47.79672371598946,571,341,218,1130,charge,2,1
2,1,3,2,0,-63.660248822727134,-63.741572916914315,-64.13216295689902,481,152,136,769,discharge,0,-1
2,1,3,2,1,-50.40083802719324,-50.500775274715124,-50.437869321569806,82,61,52,195,discharge,0,-1
2,1,3,3,0,-63.297823348336735,-63.65718386831526,-63.1670222044138,197,201,157,555,charge,2,1
2,1,3,3,1,-58.914632000954974,-59.4686234469033,-58.38037706259012,659,581,385,1625,charge,2,1
2,2,0,0,0,-79.13832013842882,-75.04857067133644,-81.08461567605343,9875,8635,2035,20545,hold,1,0
2,2,0,0,1,-60.172648652285545,-57.246732222183226,-60.62829980690196,287,471,134,892,hold,1,0
2,2,0,1,0,-76.06022259382674,-83.3574671621364,-85.37155499879528,2665,2118,1086,5869,discharge,0,-1
2,2,0,1,1,-63.53961849051841,-66.74581981859787,-69.28771875135799,3220,2046,1030,6296,discharge,0,-1
2,2,0,2,0,-81.39891227201615,-77.74403239057047,-83.53726626191255,235,258,76,569,hold,1,0
2,2,0,2,1,-65.6863288335082,-67.05442998089633,-67.6531340228252,288,146,80,514,discharge,0,-1
2,2,0,3,0,-74.91383324628912,-73.86535434036016,-77.95497300449213,39853,32625,7269,79747,hold,1,0
2,2,0,3,1,-59.10544968309773,-65.46874685341169,-67.50660295395564,20091,12842,2261,35194,discharge,0,-1
2,2,1,0,0,-77.88703542369038,-78.11326643526067,-77.49942538849571,412,558,200,1170,charge,2,1
2,2,1,0,1,-53.61535187199311,-53.7685476681505,-54.19316875952465,42,46,37,125,discharge,0,-1
2,2,1,1,0,-81.64049794578895,-72.58791589561376,-80.93943871246996,356,610,190,1156,hold,1,0
2,2,1,1,1,-65.40310622245906,-61.57881771550176,-65.37086865174108,380,914,248,1542,hold,1,0
2,2,1,2,0,-75.85735648201593,-74.774071311731,-75.78391760061422,55,60,37,152,hold,1,0
2,2,1,2,1,-61.81899606468586,-61.7035624987483,-61.980430111286836,41,40,34,115,hold,1,0
2,2,1,3,0,-68.54105414132482,-74.22902639616161,-75.68351614997077,5978,2191,1003,9172,discharge,0,-1
2,2,1,3,1,-60.36162936363501,-63.138999842409376,-65.45733546637986,3692,1447,551,5690,discharge,0,-1
2,2,2,0,0,-75.52276569062158,-73.70677288906857,-77.02196318489001,2047,3977,865,6889,hold,1,0
2,2,2,0,1,-56.35123332074946,-55.79487601760553,-57.006697745774055,82,105,59,246,hold,1,0
2,2,2,1,0,-71.781873524,-79.21384670003896,-82.07275490705412,898,1468,459,2825,discharge,0,-1
2,2,2,1,1,-64.96833559285969,-60.76566017579771,-64.64329896304031,656,1358,754,2768,hold,1,0
2,2,2,2,0,-75.56843876455758,-75.12503215859799,-75.8281493282339,117,101,59,277,hold,1,0
2,2,2,2,1,-63.89909349818618,-63.84540423302273,-63.96497612486132,104,113,82,299,hold,1,0
2,2,2,3,0,-70.29574228495082,-72.49224656821376,-72.92096543577054,7169,10340,2118,19627,discharge,0,-1
2,2,2,3,1,-60.66322466808819,-62.03867590491368,-63.55068134603891,4995,1828,980,7803,discharge,0,-1
2,2,3,0,0,-74.29840927864673,-73.61409840396365,-74.68384386886946,1526,1433,1037,3996,hold,1,0
2,2,3,0,1,-48.44065327444146,-48.31834700749135,-48.66165617587862,47,47,43,137,hold,1,0
2,2,3,1,0,-75.4986342664931,-75.13422186662224,-76.3706534599093,949,998,803,2750,hold,1,0
2,2,3,1,1,-59.14209839092112,-59.585348207525115,-60.76128872173709,1054,892,648,2594,discharge,0,-1
2,2,3,2,0,-72.95931166027297,-74.25267454316159,-74.4928770106437,176,120,106,402,discharge,0,-1
2,2,3,2,1,-59.19513616589229,-58.76605626494422,-59.1830908537929,104,95,73,272,hold,1,0
2,2,3,3,0,-67.04080667799865,-68.84038958298012,-69.14092533696295,7041,2028,1985,11054,discharge,0,-1
2,2,3,3,1,-57.75830421398585,-59.242864477780635,-59.8190108002773,4294,1159,1060,6513,discharge,0,-1
2,3,0,0,0,-76.95513374805094,-76.85743159785403,-77.1030647062354,48,45,40,133,hold,1,0
2,3,0,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,3,0,1,0,-89.74113370949189,-85.46075476509445,-89.18153831074439,17085,17710,11070,45865,hold,1,0
2,3,0,1,1,-70.79448438543099,-67.37381461166991,-71.67856208906821,3787,2802,843,7432,hold,1,0
2,3,0,2,0,-83.3593086892332,-81.01554805801649,-85.2293170103403,5656,4978,1373,12007,hold,1,0
2,3,0,2,1,-69.66749686157245,-68.73865692866218,-71.86964317495388,930,938,216,2084,hold,1,0
2,3,0,3,0,-75.45414154837889,-77.78008600963591,-79.85093027676578,31900,27695,7248,66843,discharge,0,-1
2,3,0,3,1,-66.54303853818884,-67.14977485367356,-69.81884421414472,2407,1243,271,3921,discharge,0,-1
2,3,1,0,0,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,3,1,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,3,1,1,0,-76.1867617528441,-80.56292370495527,-86.3487750743773,3076,5242,1770,10088,discharge,0,-1
2,3,1,1,1,-68.34807332259302,-67.67542006532032,-68.51944853860508,436,1003,309,1748,hold,1,0
2,3,1,2,0,-78.43166978780815,-80.4716236380269,-81.80329512611985,1839,1806,491,4136,discharge,0,-1
2,3,1,2,1,-65.5941597485227,-66.47497499487051,-66.45656049583607,243,280,93,616,discharge,0,-1
2,3,1,3,0,-70.7907049525794,-76.59409754228567,-79.43479052529672,7564,3316,1150,12030,discharge,0,-1
2,3,1,3,1,-62.26825446982419,-64.9227954158151,-65.10845787890581,782,361,124,1267,discharge,0,-1
2,3,2,0,0,-59.42869249018945,-59.43469556862077,-59.44864611869974,19,20,18,57,discharge,0,-1
2,3,2,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,3,2,1,0,-77.56106883718844,-85.12439842226698,-81.37067526059391,6424,6019,5583,18026,discharge,0,-1
2,3,2,1,1,-63.736906068223256,-67.29910845455154,-67.76168714778466,960,1237,584,2781,discharge,0,-1
2,3,2,2,0,-76.56634612544408,-81.1108478689553,-80.67526522547726,2454,2255,534,5243,discharge,0,-1
2,3,2,2,1,-64.09792008890547,-65.90994823095876,-65.93516842636575,331,340,123,794,discharge,0,-1
2,3,2,3,0,-67.45651483480556,-73.93872217275192,-74.53348990636225,7133,8707,1797,17637,discharge,0,-1
2,3,2,3,1,-61.87103523883685,-63.50382655781865,-64.10853450932355,990,280,146,1416,discharge,0,-1
2,3,3,0,0,-15.625902110771758,-15.847260583067593,-12.657125813375632,3,3,4,10,charge,2,1
2,3,3,0,1,0.0,0.0,0.0,0,0,0,0,hold,1,0
2,3,3,1,0,-74.90120439217087,-81.3494594375567,-79.4656471283097,8345,4586,4290,17221,discharge,0,-1
2,3,3,1,1,-62.63125198079264,-62.642602932314986,-61.756989067509856,1432,785,622,2839,charge,2,1
2,3,3,2,0,-72.79266931609745,-76.12327781363416,-75.91756327875707,4389,1255,1170,6814,discharge,0,-1
2,3,3,2,1,-60.422916592069804,-62.021024326810306,-61.97374907661682,541,190,175,906,discharge,0,-1
2,3,3,3,0,-67.26821512957166,-71.00253505051258,-72.10492905442727,8539,3443,2908,14890,discharge,0,-1
2,3,3,3,1,-58.165800344479536,-60.361801525822955,-60.79918838308813,1331,244,221,1796,discharge,0,-1
